ID_Vereador;id;Texo;Data_Aprovação;Tipo_Ação
13;45;Criou o projeto de ementa que: ''ACRESCENTA DISPOSITIVO A LEI ORGANICA DO MUNICIPIO DA CIDADE DE SAO PAULO, PARA INSTITUIR NA LEI ORGANICA DO MUNICIPIO, O FICHA LIMPA MUNICIPAL, VEDANDO A DESIGNACAO OU NOMEACAO AOS CARGOS DA ADMINISTRACAO MUNICIPAL, E DA OUTRAS PROVIDENCIAS.'', que foi APROVADO EM PRIMEIRA DISCUSSÃO - Sessão EXTRAORDINÁRIA 290, Legislatura 15 em 28/02/2012.;28/02/2012;2
6;46;Criou o projeto de ementa que: ''ACRESCENTA DISPOSITIVO A LEI ORGANICA DO MUNICIPIO DA CIDADE DE SAO PAULO, PARA INSTITUIR NA LEI ORGANICA DO MUNICIPIO, O FICHA LIMPA MUNICIPAL, VEDANDO A DESIGNACAO OU NOMEACAO AOS CARGOS DA ADMINISTRACAO MUNICIPAL, E DA OUTRAS PROVIDENCIAS.'', que foi APROVADO EM PRIMEIRA DISCUSSÃO - Sessão EXTRAORDINÁRIA 290, Legislatura 15 em 28/02/2012.;28/02/2012;2
117;47;Criou o projeto de ementa que: ''ACRESCENTA DISPOSITIVO A LEI ORGANICA DO MUNICIPIO DA CIDADE DE SAO PAULO, PARA INSTITUIR NA LEI ORGANICA DO MUNICIPIO, O FICHA LIMPA MUNICIPAL, VEDANDO A DESIGNACAO OU NOMEACAO AOS CARGOS DA ADMINISTRACAO MUNICIPAL, E DA OUTRAS PROVIDENCIAS.'', que foi APROVADO EM PRIMEIRA DISCUSSÃO - Sessão EXTRAORDINÁRIA 290, Legislatura 15 em 28/02/2012.;28/02/2012;2
114;48;Criou o projeto de ementa que: ''ACRESCENTA DISPOSITIVO A LEI ORGANICA DO MUNICIPIO DA CIDADE DE SAO PAULO, PARA INSTITUIR NA LEI ORGANICA DO MUNICIPIO, O FICHA LIMPA MUNICIPAL, VEDANDO A DESIGNACAO OU NOMEACAO AOS CARGOS DA ADMINISTRACAO MUNICIPAL, E DA OUTRAS PROVIDENCIAS.'', que foi APROVADO EM PRIMEIRA DISCUSSÃO - Sessão EXTRAORDINÁRIA 290, Legislatura 15 em 28/02/2012.;28/02/2012;2
15;49;Criou o projeto de ementa que: ''ACRESCENTA DISPOSITIVO A LEI ORGANICA DO MUNICIPIO DA CIDADE DE SAO PAULO, PARA INSTITUIR NA LEI ORGANICA DO MUNICIPIO, O FICHA LIMPA MUNICIPAL, VEDANDO A DESIGNACAO OU NOMEACAO AOS CARGOS DA ADMINISTRACAO MUNICIPAL, E DA OUTRAS PROVIDENCIAS.'', que foi APROVADO EM PRIMEIRA DISCUSSÃO - Sessão EXTRAORDINÁRIA 290, Legislatura 15 em 28/02/2012.;28/02/2012;2
4;50;Criou o projeto de ementa que: ''ACRESCENTA DISPOSITIVO A LEI ORGANICA DO MUNICIPIO DA CIDADE DE SAO PAULO, PARA INSTITUIR NA LEI ORGANICA DO MUNICIPIO, O FICHA LIMPA MUNICIPAL, VEDANDO A DESIGNACAO OU NOMEACAO AOS CARGOS DA ADMINISTRACAO MUNICIPAL, E DA OUTRAS PROVIDENCIAS.'', que foi APROVADO EM PRIMEIRA DISCUSSÃO - Sessão EXTRAORDINÁRIA 290, Legislatura 15 em 28/02/2012.;28/02/2012;2
11;51;Criou o projeto de ementa que: ''ACRESCENTA DISPOSITIVO A LEI ORGANICA DO MUNICIPIO DA CIDADE DE SAO PAULO, PARA INSTITUIR NA LEI ORGANICA DO MUNICIPIO, O FICHA LIMPA MUNICIPAL, VEDANDO A DESIGNACAO OU NOMEACAO AOS CARGOS DA ADMINISTRACAO MUNICIPAL, E DA OUTRAS PROVIDENCIAS.'', que foi APROVADO EM PRIMEIRA DISCUSSÃO - Sessão EXTRAORDINÁRIA 290, Legislatura 15 em 28/02/2012.;28/02/2012;2
26;52;Criou o projeto de ementa que: ''ACRESCENTA DISPOSITIVO A LEI ORGANICA DO MUNICIPIO DA CIDADE DE SAO PAULO, PARA INSTITUIR NA LEI ORGANICA DO MUNICIPIO, O FICHA LIMPA MUNICIPAL, VEDANDO A DESIGNACAO OU NOMEACAO AOS CARGOS DA ADMINISTRACAO MUNICIPAL, E DA OUTRAS PROVIDENCIAS.'', que foi APROVADO EM PRIMEIRA DISCUSSÃO - Sessão EXTRAORDINÁRIA 290, Legislatura 15 em 28/02/2012.;28/02/2012;2
113;53;Criou o projeto de ementa que: ''ACRESCENTA DISPOSITIVO A LEI ORGANICA DO MUNICIPIO DA CIDADE DE SAO PAULO, PARA INSTITUIR NA LEI ORGANICA DO MUNICIPIO, O FICHA LIMPA MUNICIPAL, VEDANDO A DESIGNACAO OU NOMEACAO AOS CARGOS DA ADMINISTRACAO MUNICIPAL, E DA OUTRAS PROVIDENCIAS.'', que foi APROVADO EM PRIMEIRA DISCUSSÃO - Sessão EXTRAORDINÁRIA 290, Legislatura 15 em 28/02/2012.;28/02/2012;2
25;54;Criou o projeto de ementa que: ''ACRESCENTA DISPOSITIVO A LEI ORGANICA DO MUNICIPIO DA CIDADE DE SAO PAULO, PARA INSTITUIR NA LEI ORGANICA DO MUNICIPIO, O FICHA LIMPA MUNICIPAL, VEDANDO A DESIGNACAO OU NOMEACAO AOS CARGOS DA ADMINISTRACAO MUNICIPAL, E DA OUTRAS PROVIDENCIAS.'', que foi APROVADO EM PRIMEIRA DISCUSSÃO - Sessão EXTRAORDINÁRIA 290, Legislatura 15 em 28/02/2012.;28/02/2012;2
112;55;Criou o projeto de ementa que: ''ACRESCENTA DISPOSITIVO A LEI ORGANICA DO MUNICIPIO DA CIDADE DE SAO PAULO, PARA INSTITUIR NA LEI ORGANICA DO MUNICIPIO, O FICHA LIMPA MUNICIPAL, VEDANDO A DESIGNACAO OU NOMEACAO AOS CARGOS DA ADMINISTRACAO MUNICIPAL, E DA OUTRAS PROVIDENCIAS.'', que foi APROVADO EM PRIMEIRA DISCUSSÃO - Sessão EXTRAORDINÁRIA 290, Legislatura 15 em 28/02/2012.;28/02/2012;2
10;56;Criou o projeto de ementa que: ''ACRESCENTA DISPOSITIVO A LEI ORGANICA DO MUNICIPIO DA CIDADE DE SAO PAULO, PARA INSTITUIR NA LEI ORGANICA DO MUNICIPIO, O FICHA LIMPA MUNICIPAL, VEDANDO A DESIGNACAO OU NOMEACAO AOS CARGOS DA ADMINISTRACAO MUNICIPAL, E DA OUTRAS PROVIDENCIAS.'', que foi APROVADO EM PRIMEIRA DISCUSSÃO - Sessão EXTRAORDINÁRIA 290, Legislatura 15 em 28/02/2012.;28/02/2012;2
122;57;Criou o projeto de ementa que: ''ACRESCENTA DISPOSITIVO A LEI ORGANICA DO MUNICIPIO DA CIDADE DE SAO PAULO, PARA INSTITUIR NA LEI ORGANICA DO MUNICIPIO, O FICHA LIMPA MUNICIPAL, VEDANDO A DESIGNACAO OU NOMEACAO AOS CARGOS DA ADMINISTRACAO MUNICIPAL, E DA OUTRAS PROVIDENCIAS.'', que foi APROVADO EM PRIMEIRA DISCUSSÃO - Sessão EXTRAORDINÁRIA 290, Legislatura 15 em 28/02/2012.;28/02/2012;2
9;58;Criou o projeto de ementa que: ''ACRESCENTA DISPOSITIVO A LEI ORGANICA DO MUNICIPIO DA CIDADE DE SAO PAULO, PARA INSTITUIR NA LEI ORGANICA DO MUNICIPIO, O FICHA LIMPA MUNICIPAL, VEDANDO A DESIGNACAO OU NOMEACAO AOS CARGOS DA ADMINISTRACAO MUNICIPAL, E DA OUTRAS PROVIDENCIAS.'', que foi APROVADO EM PRIMEIRA DISCUSSÃO - Sessão EXTRAORDINÁRIA 290, Legislatura 15 em 28/02/2012.;28/02/2012;2
27;59;Criou o projeto de ementa que: ''ACRESCENTA DISPOSITIVO A LEI ORGANICA DO MUNICIPIO DA CIDADE DE SAO PAULO, PARA INSTITUIR NA LEI ORGANICA DO MUNICIPIO, O FICHA LIMPA MUNICIPAL, VEDANDO A DESIGNACAO OU NOMEACAO AOS CARGOS DA ADMINISTRACAO MUNICIPAL, E DA OUTRAS PROVIDENCIAS.'', que foi APROVADO EM PRIMEIRA DISCUSSÃO - Sessão EXTRAORDINÁRIA 290, Legislatura 15 em 28/02/2012.;28/02/2012;2
116;60;Criou o projeto de ementa que: ''ACRESCENTA DISPOSITIVO A LEI ORGANICA DO MUNICIPIO DA CIDADE DE SAO PAULO, PARA INSTITUIR NA LEI ORGANICA DO MUNICIPIO, O FICHA LIMPA MUNICIPAL, VEDANDO A DESIGNACAO OU NOMEACAO AOS CARGOS DA ADMINISTRACAO MUNICIPAL, E DA OUTRAS PROVIDENCIAS.'', que foi APROVADO EM PRIMEIRA DISCUSSÃO - Sessão EXTRAORDINÁRIA 290, Legislatura 15 em 28/02/2012.;28/02/2012;2
37;61;Criou o projeto de ementa que: ''ACRESCENTA DISPOSITIVO A LEI ORGANICA DO MUNICIPIO DA CIDADE DE SAO PAULO, PARA INSTITUIR NA LEI ORGANICA DO MUNICIPIO, O FICHA LIMPA MUNICIPAL, VEDANDO A DESIGNACAO OU NOMEACAO AOS CARGOS DA ADMINISTRACAO MUNICIPAL, E DA OUTRAS PROVIDENCIAS.'', que foi APROVADO EM PRIMEIRA DISCUSSÃO - Sessão EXTRAORDINÁRIA 290, Legislatura 15 em 28/02/2012.;28/02/2012;2
32;62;Criou o projeto de ementa que: ''ACRESCENTA DISPOSITIVO A LEI ORGANICA DO MUNICIPIO DA CIDADE DE SAO PAULO, PARA INSTITUIR NA LEI ORGANICA DO MUNICIPIO, O FICHA LIMPA MUNICIPAL, VEDANDO A DESIGNACAO OU NOMEACAO AOS CARGOS DA ADMINISTRACAO MUNICIPAL, E DA OUTRAS PROVIDENCIAS.'', que foi APROVADO EM PRIMEIRA DISCUSSÃO - Sessão EXTRAORDINÁRIA 290, Legislatura 15 em 28/02/2012.;28/02/2012;2
128;63;Criou o projeto de ementa que: ''ACRESCENTA DISPOSITIVO A LEI ORGANICA DO MUNICIPIO DA CIDADE DE SAO PAULO, PARA INSTITUIR NA LEI ORGANICA DO MUNICIPIO, O FICHA LIMPA MUNICIPAL, VEDANDO A DESIGNACAO OU NOMEACAO AOS CARGOS DA ADMINISTRACAO MUNICIPAL, E DA OUTRAS PROVIDENCIAS.'', que foi APROVADO EM PRIMEIRA DISCUSSÃO - Sessão EXTRAORDINÁRIA 290, Legislatura 15 em 28/02/2012.;28/02/2012;2
39;64;Criou o projeto de ementa que: ''ACRESCENTA DISPOSITIVO A LEI ORGANICA DO MUNICIPIO DA CIDADE DE SAO PAULO, PARA INSTITUIR NA LEI ORGANICA DO MUNICIPIO, O FICHA LIMPA MUNICIPAL, VEDANDO A DESIGNACAO OU NOMEACAO AOS CARGOS DA ADMINISTRACAO MUNICIPAL, E DA OUTRAS PROVIDENCIAS.'', que foi APROVADO EM PRIMEIRA DISCUSSÃO - Sessão EXTRAORDINÁRIA 290, Legislatura 15 em 28/02/2012.;28/02/2012;2
49;65;Criou o projeto de ementa que: ''ACRESCENTA DISPOSITIVO A LEI ORGANICA DO MUNICIPIO DA CIDADE DE SAO PAULO, PARA INSTITUIR NA LEI ORGANICA DO MUNICIPIO, O FICHA LIMPA MUNICIPAL, VEDANDO A DESIGNACAO OU NOMEACAO AOS CARGOS DA ADMINISTRACAO MUNICIPAL, E DA OUTRAS PROVIDENCIAS.'', que foi APROVADO EM PRIMEIRA DISCUSSÃO - Sessão EXTRAORDINÁRIA 290, Legislatura 15 em 28/02/2012.;28/02/2012;2
115;66;Criou o projeto de ementa que: ''ACRESCENTA DISPOSITIVO A LEI ORGANICA DO MUNICIPIO DA CIDADE DE SAO PAULO, PARA INSTITUIR NA LEI ORGANICA DO MUNICIPIO, O FICHA LIMPA MUNICIPAL, VEDANDO A DESIGNACAO OU NOMEACAO AOS CARGOS DA ADMINISTRACAO MUNICIPAL, E DA OUTRAS PROVIDENCIAS.'', que foi APROVADO EM PRIMEIRA DISCUSSÃO - Sessão EXTRAORDINÁRIA 290, Legislatura 15 em 28/02/2012.;28/02/2012;2
43;67;Criou o projeto de ementa que: ''ACRESCENTA DISPOSITIVO A LEI ORGANICA DO MUNICIPIO DA CIDADE DE SAO PAULO, PARA INSTITUIR NA LEI ORGANICA DO MUNICIPIO, O FICHA LIMPA MUNICIPAL, VEDANDO A DESIGNACAO OU NOMEACAO AOS CARGOS DA ADMINISTRACAO MUNICIPAL, E DA OUTRAS PROVIDENCIAS.'', que foi APROVADO EM PRIMEIRA DISCUSSÃO - Sessão EXTRAORDINÁRIA 290, Legislatura 15 em 28/02/2012.;28/02/2012;2
127;68;Criou o projeto de ementa que: ''ACRESCENTA DISPOSITIVO A LEI ORGANICA DO MUNICIPIO DA CIDADE DE SAO PAULO, PARA INSTITUIR NA LEI ORGANICA DO MUNICIPIO, O FICHA LIMPA MUNICIPAL, VEDANDO A DESIGNACAO OU NOMEACAO AOS CARGOS DA ADMINISTRACAO MUNICIPAL, E DA OUTRAS PROVIDENCIAS.'', que foi APROVADO EM PRIMEIRA DISCUSSÃO - Sessão EXTRAORDINÁRIA 290, Legislatura 15 em 28/02/2012.;28/02/2012;2
42;69;Criou o projeto de ementa que: ''ACRESCENTA DISPOSITIVO A LEI ORGANICA DO MUNICIPIO DA CIDADE DE SAO PAULO, PARA INSTITUIR NA LEI ORGANICA DO MUNICIPIO, O FICHA LIMPA MUNICIPAL, VEDANDO A DESIGNACAO OU NOMEACAO AOS CARGOS DA ADMINISTRACAO MUNICIPAL, E DA OUTRAS PROVIDENCIAS.'', que foi APROVADO EM PRIMEIRA DISCUSSÃO - Sessão EXTRAORDINÁRIA 290, Legislatura 15 em 28/02/2012.;28/02/2012;2
19;70;Criou o projeto de ementa que: ''ACRESCENTA DISPOSITIVO A LEI ORGANICA DO MUNICIPIO DA CIDADE DE SAO PAULO, PARA INSTITUIR NA LEI ORGANICA DO MUNICIPIO, O FICHA LIMPA MUNICIPAL, VEDANDO A DESIGNACAO OU NOMEACAO AOS CARGOS DA ADMINISTRACAO MUNICIPAL, E DA OUTRAS PROVIDENCIAS.'', que foi APROVADO EM PRIMEIRA DISCUSSÃO - Sessão EXTRAORDINÁRIA 290, Legislatura 15 em 28/02/2012.;28/02/2012;2
23;71;Criou o projeto de ementa que: ''ACRESCENTA DISPOSITIVO A LEI ORGANICA DO MUNICIPIO DA CIDADE DE SAO PAULO, PARA INSTITUIR NA LEI ORGANICA DO MUNICIPIO, O FICHA LIMPA MUNICIPAL, VEDANDO A DESIGNACAO OU NOMEACAO AOS CARGOS DA ADMINISTRACAO MUNICIPAL, E DA OUTRAS PROVIDENCIAS.'', que foi APROVADO EM PRIMEIRA DISCUSSÃO - Sessão EXTRAORDINÁRIA 290, Legislatura 15 em 28/02/2012.;28/02/2012;2
48;72;Criou o projeto de ementa que: ''ACRESCENTA DISPOSITIVO A LEI ORGANICA DO MUNICIPIO DA CIDADE DE SAO PAULO, PARA INSTITUIR NA LEI ORGANICA DO MUNICIPIO, O FICHA LIMPA MUNICIPAL, VEDANDO A DESIGNACAO OU NOMEACAO AOS CARGOS DA ADMINISTRACAO MUNICIPAL, E DA OUTRAS PROVIDENCIAS.'', que foi APROVADO EM PRIMEIRA DISCUSSÃO - Sessão EXTRAORDINÁRIA 290, Legislatura 15 em 28/02/2012.;28/02/2012;2
119;73;Criou o projeto de ementa que: ''ACRESCENTA DISPOSITIVO A LEI ORGANICA DO MUNICIPIO DA CIDADE DE SAO PAULO, PARA INSTITUIR NA LEI ORGANICA DO MUNICIPIO, O FICHA LIMPA MUNICIPAL, VEDANDO A DESIGNACAO OU NOMEACAO AOS CARGOS DA ADMINISTRACAO MUNICIPAL, E DA OUTRAS PROVIDENCIAS.'', que foi APROVADO EM PRIMEIRA DISCUSSÃO - Sessão EXTRAORDINÁRIA 290, Legislatura 15 em 28/02/2012.;28/02/2012;2
46;74;Criou o projeto de ementa que: ''ACRESCENTA DISPOSITIVO A LEI ORGANICA DO MUNICIPIO DA CIDADE DE SAO PAULO, PARA INSTITUIR NA LEI ORGANICA DO MUNICIPIO, O FICHA LIMPA MUNICIPAL, VEDANDO A DESIGNACAO OU NOMEACAO AOS CARGOS DA ADMINISTRACAO MUNICIPAL, E DA OUTRAS PROVIDENCIAS.'', que foi APROVADO EM PRIMEIRA DISCUSSÃO - Sessão EXTRAORDINÁRIA 290, Legislatura 15 em 28/02/2012.;28/02/2012;2
51;75;Criou o projeto de ementa que: ''DISPOE SOBRE A OUTORGA DE SALVA DE PRATA EM HOMENAGEM A GUARDA CIVIL METROPOLITANA DA CIDADE DE SAO PAULO. *** SESSAO SOLENE DE ENTREGA REALIZADA EM 14/09/2011 AS 19H NO SALAO NOBRE ***'', que foi APROVADO EM DISCUSSAO UNICA - Sessão EXTRAORDINÁRIA 204, Legislatura 15 em 27/06/2011.;27/06/2011;2
122;76;Criou o projeto de ementa que: ''DISPOE SOBRE A OBRIGATORIEDADE DE MANUTENCAO DE UM PROFISSIONAL AUXILIAR DE ENFERMAGEM, NAS UNIDADES DA REDE PUBLICA MUNICIPAL DE CRECHES E ESCOLAS DE EDUCACAO INFANTIL, E DA OUTRAS PROVIDENCIAS.'', que foi APROVADO EM PRIMEIRA DISCUSSÃO - Sessão EXTRAORDINÁRIA 204, Legislatura 15 em 27/06/2011.;27/06/2011;2
114;77;Criou o projeto de ementa que: ''DISPOE SOBRE A OUTORGA DO TITULO DE SALVA DE PRATA EM HOMENAGEM AOS 300 ANOS DA IRMANDADE NOSSA SENHORA DO ROSARIO DOS HOMENS PRETOS DE SAO PAULO. *** SESSAO SOLENE DE ENTREGA REALIZADA EM 09/12/11 AS 14H NO SALAO NOBRE ***'', que foi APROVADO EM DISCUSSAO UNICA - Sessão EXTRAORDINÁRIA 242, Legislatura 15 em 25/10/2011.;25/10/2011;2
50;78;Criou o projeto de ementa que: ''DISPOE SOBRE A OUTORGA DO TITULO DE CIDADAO PAULISTANO AO DR. ANSELMO NAKATANI. *** SESSAO SOLENE REALIZADA EM 08/03/2012 AS 19H22 NO SALAO NOBRE ***'', que foi APROVADO EM DISCUSSAO UNICA - Sessão EXTRAORDINÁRIA 242, Legislatura 15 em 25/10/2011.;25/10/2011;2
50;79;Criou o projeto de ementa que: ''DISPOE SOBRE A OUTORGA DO TITULO DE CIDADAO PAULISTANO AO PROFESSOR TADACHI TAMAKI. *** SESSAO SOLENE REALIZADA EM 22/03/2012 AS 19H NO SALAO NOBRE ***'', que foi APROVADO EM DISCUSSAO UNICA - Sessão EXTRAORDINÁRIA 242, Legislatura 15 em 25/10/2011.;25/10/2011;2
25;80;Criou o projeto de ementa que: ''DISPOE SOBRE A OUTORGA DE SALVA DE PRATA AO SENHOR ADILSON JOSE DE SOUZA.'', que foi APROVADO EM DISCUSSAO UNICA - Sessão EXTRAORDINÁRIA 242, Legislatura 15 em 25/10/2011.;25/10/2011;2
39;81;Criou o projeto de ementa que: ''CONCEDE TITULO DE CIDADAO PAULISTANO AO SR. DIVALDO ROSA, E DA OUTRAS PROVIDENCIAS.'', que foi APROVADO EM DISCUSSAO UNICA - Sessão EXTRAORDINÁRIA 242, Legislatura 15 em 25/10/2011.;25/10/2011;2
40;82;Criou o projeto de ementa que: ''DISPOE SOBRE A OUTORGA DE TITULO DE CIDADA PAULISTANA A SENHORA KANEKO IKEDA, NO AMBITO DO MUNICIPIO DE SAO PAULO, E DA OUTRAS PROVIDENCIAS. *** SESSAO SOLENE DE ENTREGA DE TITULO DE CIDADAO PAULISTANO REALIZADA EM 03/05/2012 AS 19H30, LOCALIZADO A RUA TAMANDARE 984 - ACLIMACAO - SAO PAULO ***'', que foi APROVADO EM DISCUSSAO UNICA - Sessão EXTRAORDINÁRIA 242, Legislatura 15 em 25/10/2011.;25/10/2011;2
11;83;"Criou o projeto de ementa que: ''DISPOE SOBRE A OUTORGA DA ""MEDALHA ANCHIETA"" AO PROFESSOR CARLOS ALBERTO CERQUEIRA LEMOS, E DA OUTRAS PROVIDENCIAS.'', que foi APROVADO EM DISCUSSAO UNICA - Sessão EXTRAORDINÁRIA 242, Legislatura 15 em 25/10/2011.";25/10/2011;2
22;84;"Criou o projeto de ementa que: ''DISPOE SOBRE A CONCESSAO DE TITULO DE CIDADAO PAULISTANO AO ""SENHOR AKEO UEHARA YOGUI"", E DA OUTRAS PROVIDENCIAS.'', que foi APROVADO EM DISCUSSAO UNICA - Sessão EXTRAORDINÁRIA 307, Legislatura 15 em 25/04/2012.";25/04/2012;2
131;85;Criou o projeto de ementa que: ''DISPOE SOBRE A CONCESSAO DA SALVA DE PRATA A IGREJA MUNDIAL DO PODER DE DEUS, E DA OUTRAS PROVIDENCIAS.'', que foi APROVADO EM DISCUSSAO UNICA - Sessão EXTRAORDINÁRIA 307, Legislatura 15 em 25/04/2012.;25/04/2012;2
128;86;Criou o projeto de ementa que: ''DISPOE SOBRE A OUTORGA DE MEDALHA ANCHIETA E DIPLOMA DE GRATIDAO AO DESEMBARGADOR RICARDO CARDOZO DE MELLO TUCUNDUVA, E DA OUTRAS PROVIDENCIAS.'', que foi APROVADO EM DISCUSSAO UNICA - Sessão EXTRAORDINÁRIA 307, Legislatura 15 em 25/04/2012.;25/04/2012;2
29;87;Criou o projeto de ementa que: ''DISPOE SOBRE A CONCESSAO DO TITULO DE CIDADAO PAULISTANO E OUTORGA DA MEDALHA ANCHIETA E DIPLOMA DE GRATIDAO DA CIDADE DE SAO PAULO AO SR. JOSE GRAZIANO DA SILVA.'', que foi APROVADO EM DISCUSSAO UNICA - Sessão EXTRAORDINÁRIA 307, Legislatura 15 em 25/04/2012.;25/04/2012;2
